planet_name,orbital_period,planet_radius,transit_depth,transit_duration,eq_temperature,insolation_flux,stellar_temp,stellar_radius,stellar_gravity,disposition,source
TOI 3037.01,2.1357662,18.0173,13310.0,3.272,2254.0,4286.56,7428.0,1.52,4.3,1.0,TESS
TOI 3038.01,2.9677851,24.1966313,18226.8366329,3.539855,1662.4326793,1805.0833967,6185.0,1.58557,4.11,1.0,TESS
TOI 3039.01,3.412893,14.5305,15960.0,2.6,1206.0,351.311,5691.0,1.13,4.33,1.0,TESS
TOI 304.01,2.24172,28.4732,23700.0,3.989,2029.0,2815.2,6292.0,1.88,3.98,0.0,TESS
TOI 3040.01,3.5366051,13.8209,12660.0,2.587,1263.0,423.46,6026.0,1.19,4.34,1.0,TESS
TOI 3041.01,2.9599541,15.9636,7190.0,3.523,1692.0,1361.35,6267.7,1.84,4.0,1.0,TESS
TOI 3042.01,2.7559464,,4130.0,3.255,1720.0,1455.77,6277.0,,,1.0,TESS
TOI 3043.01,2.3725483,14.8302,5010.0,1.543,1220.0,368.442,6019.0,2.08,3.85,1.0,TESS
TOI 3044.01,13.2681095,11.9718,2140.0,3.554,862.0,91.8511,6364.0,2.48,3.75,0.0,TESS
TOI 3045.01,2.3304358,17.6763,9320.0,3.528,2343.0,5011.25,7763.0,1.77,4.21,1.0,TESS
TOI 3046.01,4.1343989,18.5459,18320.0,3.051,1319.0,503.511,6320.0,1.35,4.27,1.0,TESS
TOI 3047.01,2.7020875,15.6063,10040.0,3.116,2079.0,3103.65,7798.0,1.57,4.31,1.0,TESS
TOI 3048.01,5.7672677,,29540.0,4.173,,,,,,1.0,TESS
TOI 3049.01,1.3168344,,3640.0,0.733,1027.0,184.682,5211.7,,,0.0,TESS
TOI 305.01,9.94915,24.5989,22920.0,3.968,903.0,110.866,5852.0,1.65,4.03,1.0,TESS
TOI 3050.01,5.939725,14.4394,6600.0,1.481,822.0,76.1581,5568.0,1.55,4.05,1.0,TESS
TOI 3051.01,2.9489639,11.3327,2730.0,2.278,1471.0,779.001,6506.0,2.15,3.9,1.0,TESS
TOI 3052.01,2.3097953,12.6197,4000.0,3.185,2193.0,3845.9,7300.0,2.01,4.05,1.0,TESS
TOI 3053.01,2.9919962,13.6621,17170.0,2.614,1187.0,329.849,5247.0,1.01,4.39,1.0,TESS
TOI 3054.01,2.8281656,17.6399,22180.0,3.15,1654.0,1162.44,6412.2,1.16,,1.0,TESS
TOI 3055.01,1.3071566,11.1657,3100.0,1.108,2046.0,2913.52,5958.0,0.96,4.51,1.0,TESS
TOI 3056.01,1.8092906,23.2306,15830.0,1.983,1774.0,1647.22,6905.0,1.77,4.12,1.0,TESS
TOI 3057.01,0.58007,16.4382,16320.0,1.338,2592.0,7501.75,6875.0,1.33,4.37,,TESS
TOI 3058.01,2.3483946,19.5614,2930.0,2.375,2391.0,5427.95,6155.0,1.82,3.98,1.0,TESS
TOI 3059.01,1.3934565,,2530.0,2.809,1345.0,544.526,3301.0,,,0.0,TESS
TOI 306.01,4.6027498,11.7236575,7456.7037756,4.2702334,1282.5626085,639.4922705,5909.0,1.3408999,4.21,1.0,TESS
TOI 3060.01,0.5465391,9.5365498,3122.1584293,1.6114979,2961.8427338,18187.3314373,6091.0,1.66057,4.05,0.0,TESS
TOI 3061.01,1.3185787,,5930.0,1.748,1843.0,1918.33,6040.0,,,1.0,TESS
TOI 3062.01,4.865928,15.177757,10758.3826821,5.323532,1226.6092105,534.990275,6137.0,1.21215,4.34,1.0,TESS
TOI 3063.01,1.9512921,,6702.5267443,4.7888548,1458.6541795,1069.8684109,,,,1.0,TESS
TOI 3064.01,0.6771668,,1095.0,1.4,1185.0,328.225,3194.0,,,1.0,TESS
TOI 3065.01,1.6995805,11.1546,6740.0,2.305,2848.0,10926.7,9626.0,1.35,4.56,1.0,TESS
TOI 3066.01,12.2027867,9.74784,7070.0,2.428,720.0,44.6632,6454.0,1.13,4.45,1.0,TESS
TOI 3067.01,7.4365725,17.5053,5020.0,2.774,1632.0,1178.73,9230.0,2.29,4.09,,TESS
TOI 3068.01,1.5959199,,20720.0,1.539,1734.0,1503.15,6809.2,,,1.0,TESS
TOI 3069.01,3.8277062,7.97984,3610.0,0.899,805.0,69.9284,6610.0,1.18,4.44,1.0,TESS
TOI 307.01,6.1668344,17.0195741,13145.6121347,2.2619245,1113.2334478,362.9660354,5747.0,1.2815599,4.24,1.0,TESS
TOI 3070.01,0.6587178,20.2415,7010.0,1.576,2672.0,8468.98,6520.0,2.41,3.8,1.0,TESS
TOI 3071.01,1.2669382,7.13535,2580.0,1.93,1985.0,2579.61,6296.0,1.36,4.26,2.0,TESS
TOI 3072.01,2.9828061,15.4283,7320.0,4.28,2080.0,3112.84,6879.0,1.81,4.09,1.0,TESS
TOI 3073.01,3.1420872,12.6134,13090.0,1.884,1028.0,185.786,5417.4,1.05,4.37,1.0,TESS
TOI 3074.01,5.3583725,,5000.0,4.916,,,,,,1.0,TESS
TOI 3075.01,1.8030565,8.89917,2620.0,2.3,1762.0,1600.56,5982.0,1.72,4.01,1.0,TESS
TOI 3076.01,7.8595931,,18530.0,1.902,2109.0,3285.57,14677.0,,,1.0,TESS
TOI 3077.01,6.3599636,13.6678,4400.0,5.479,1803.0,1755.17,7689.0,2.07,4.06,1.0,TESS
TOI 3078.01,0.5496848,10.6252,2860.0,0.82,2331.0,4902.04,7433.0,1.84,4.14,1.0,TESS
TOI 3079.01,1.9892499,,20634.2990944,3.8785674,1449.1377611,1042.2207006,,,,1.0,TESS
TOI 308.01,8.3092965,14.2736,17010.0,2.201,750.0,52.7075,4801.3,0.85,,,TESS
TOI 3080.01,4.5744909,16.8715,8890.0,4.534,1717.0,1443.49,6993.0,1.7,4.16,1.0,TESS
TOI 3081.01,3.4365075,17.7367,4410.0,3.353,1364.0,575.941,5438.0,2.63,,1.0,TESS
TOI 3082.01,1.9268037,3.42735,2260.0,1.4,943.0,131.648,4249.0,0.68,4.59,2.0,TESS
TOI 3083.01,2.1532179,25.853,6780.0,2.072,2030.0,2822.0,5997.0,1.68,4.03,1.0,TESS
TOI 3084.01,5.1057571,10.9206,10840.0,2.616,966.0,144.847,5495.2,1.01,4.41,1.0,TESS
TOI 3085.01,4.5300175,,35800.0,5.331,2324.0,4849.38,9046.0,,,0.0,TESS
TOI 3086.01,10.9506335,3.17264,1820.0,2.635,594.0,20.8045,4530.0,0.73,4.56,1.0,TESS
TOI 3087.01,4.1414861,,7770.0,2.573,1399.0,637.229,6920.0,,,1.0,TESS
TOI 3088.01,2.6337971,,4790.0,2.591,996.0,163.704,3946.9,,,1.0,TESS
TOI 3089.01,9.3096136,9.9903,11570.0,2.171,,25.3269,5229.0,0.93,,1.0,TESS
TOI 309.01,6.15733,,12845.011488,2.7071868,994.4385362,231.117475,5329.0,,,1.0,TESS
TOI 3090.01,6.3272169,,8060.0,3.667,872.0,96.3086,4580.9,,,1.0,TESS
TOI 3091.01,2.7499877,22.9205,15480.0,3.84,2912.0,11946.5,10146.0,1.77,4.36,1.0,TESS
TOI 3092.01,4.4163989,7.89614,7110.0,1.81,1017.0,177.763,6273.0,0.93,4.59,1.0,TESS
TOI 3093.01,4.3653308,14.0676,8090.0,3.456,1590.0,1061.67,7109.0,1.57,4.24,1.0,TESS
TOI 3094.01,2.8396238,12.199,10100.0,2.391,1590.0,1063.3,5915.3,1.16,,1.0,TESS
TOI 3095.01,4.2839945,9.77904,9440.0,3.08,1278.0,443.121,6022.0,1.03,4.46,1.0,TESS
TOI 3096.01,4.4282303,,17180.0,2.577,,,,,,1.0,TESS
TOI 3097.01,1.3683875,8.79209,8410.0,1.357,1282.0,449.294,5000.0,0.89,,1.0,TESS
TOI 3098.01,4.7323433,17.3410428,15681.823373,4.1038025,1346.0993498,775.9423569,6438.0,1.35252,4.29,1.0,TESS
TOI 3099.01,2.5543095,13.5543,18680.0,2.239,1354.0,559.574,5990.0,0.95,4.53,1.0,TESS
TOI 310.01,4.2695675,12.2342646,8610.3886424,3.7002918,1278.7062525,631.8356941,5798.0,1.3043,4.22,1.0,TESS
TOI 3100.01,3.2907468,14.0568,15760.0,2.309,1268.0,430.347,6229.0,1.08,4.45,1.0,TESS
TOI 3101.01,4.0467915,12.8472,5180.0,3.979,1501.0,843.152,5933.0,1.79,3.96,1.0,TESS
TOI 3102.01,3.8769776,,2760.0,4.526,1524.0,897.738,5569.2,,,1.0,TESS
TOI 3103.01,4.3437796,11.8307,7750.0,2.774,1294.0,466.22,6513.0,1.32,4.32,1.0,TESS
TOI 3104.01,10.3069451,,6340.0,2.599,561.0,16.5348,4445.0,,,1.0,TESS
TOI 3105.01,5.3332571,5.82279,2020.0,3.102,1616.0,1133.52,6068.0,1.1,4.41,1.0,TESS
TOI 3106.01,1.485163,8.99362,4490.0,1.789,,867.237,5506.2,1.28,,1.0,TESS
TOI 3107.01,4.7343852,18.0528,12440.0,4.468,1465.0,593.089,5776.0,1.6,4.05,1.0,TESS
TOI 3108.01,6.900352,8.86463,10420.0,2.452,773.0,59.4485,5205.8,0.85,4.53,1.0,TESS
TOI 3109.01,2.8831285,28.6734,26290.0,3.53,1332.0,523.57,,1.77,,0.0,TESS
TOI 311.01,0.7962992,14.8058,23170.0,0.997,1137.0,278.056,4062.7,0.95,4.61,,TESS
TOI 3110.01,0.7428708,7.86186,4970.0,1.112,1813.0,1797.04,5635.9,1.11,4.35,0.0,TESS
TOI 3111.01,4.640636,13.1303,15710.0,2.984,898.0,107.987,4539.0,1.02,4.27,1.0,TESS
TOI 3112.01,4.2842284,14.0459,11830.0,1.497,764.0,56.6249,4911.0,1.19,4.19,1.0,TESS
TOI 3113.01,3.1339232,,6230.0,4.029,1710.0,1420.13,5980.5,,,1.0,TESS
TOI 3114.01,4.407111,11.7059,9140.0,2.134,942.0,131.096,5478.0,1.18,4.27,1.0,TESS
TOI 3115.01,2.7961137,7.7487,5500.0,1.604,1262.0,421.749,6455.0,1.06,4.51,1.0,TESS
TOI 3116.01,1.6484941,9.6099784,3523.4673819,2.0820857,2042.283116,4111.3532155,6316.0,1.5764199,4.14,1.0,TESS
TOI 3117.01,3.2689953,17.1329,15890.0,2.931,1275.0,439.803,5552.0,1.32,4.19,1.0,TESS
TOI 3118.01,3.8098324,10.3911,3250.0,3.881,1389.0,618.962,5406.0,1.78,3.91,1.0,TESS
TOI 3119.01,8.907516,14.3733,8610.0,3.522,1085.0,230.828,6407.0,1.49,4.2,1.0,TESS
TOI 312.01,3.541231,10.6621914,5029.7368715,2.4849489,1341.7384775,765.9360296,5755.0,1.28259,4.23,,TESS
TOI 3120.01,7.0235956,,5630.0,4.739,1298.0,471.691,6276.0,,,1.0,TESS
TOI 3121.01,5.5167527,21.0821,13410.0,4.288,1391.0,622.985,6296.0,1.81,4.01,1.0,TESS
TOI 3122.01,6.1836286,13.3233,9990.0,2.573,1042.0,195.93,6504.0,1.29,4.34,0.0,TESS
TOI 3123.01,1.8703411,18.6634,9570.0,2.134,2123.0,3374.5,6368.0,1.7,4.08,,TESS
TOI 3124.01,2.2545904,11.3495,5980.0,0.977,1050.0,202.365,5567.0,1.25,4.23,1.0,TESS
TOI 3125.01,6.7565519,12.7591,5200.0,3.442,1177.0,319.273,5972.0,1.64,4.05,1.0,TESS
TOI 3126.01,1.8246123,18.0134,16080.0,1.835,1387.0,615.616,5655.0,1.39,4.15,1.0,TESS
TOI 3127.01,3.606557,13.2514,9930.0,1.878,1169.0,310.789,5775.3,1.26,4.25,,TESS
TOI 3128.01,2.3155132,7.00521,1520.0,0.649,894.0,106.203,6011.0,1.45,4.16,1.0,TESS
TOI 3129.01,2.3348152,11.4665,5310.0,1.861,1330.0,520.71,5949.1,1.51,4.12,1.0,TESS
TOI 313.01,3.2615,5.07097,1652.28,2.233,1248.0,403.299,5963.0,1.13,3.41,0.0,TESS
TOI 3130.01,0.4415174,31.5083507,3910.4523542,1.7224979,2533.7768634,9740.7964109,5117.0,2.9223199,,1.0,TESS
TOI 3131.01,2.6274574,18.5088,21660.0,2.31,1538.0,930.543,6148.0,1.23,4.33,1.0,TESS
TOI 3132.01,2.2664085,13.4164,10240.0,2.63,1640.0,1201.76,6107.0,1.27,4.29,1.0,TESS
TOI 3133.01,4.0902788,13.9755,5060.0,3.584,1445.0,724.371,6130.0,1.95,3.92,1.0,TESS
TOI 3134.01,2.2308431,22.6165,10950.0,2.969,1840.0,1903.91,6386.0,2.14,3.88,1.0,TESS
TOI 3135.01,3.7065603,12.9758,15010.0,1.98,1114.0,256.023,5632.0,1.03,4.41,1.0,TESS
TOI 3136.01,2.6841894,21.16,29670.0,2.836,1442.0,719.556,5914.0,1.17,4.33,1.0,TESS
TOI 3137.01,1.8823821,,21038.6119972,3.1478726,1629.6872159,1667.0093536,,,,1.0,TESS
TOI 3138.01,2.8740048,12.2262,25890.0,1.592,773.0,59.3788,4270.3,0.74,4.57,1.0,TESS
TOI 3139.01,3.9628496,9.64171,4480.0,2.844,,589.616,5449.0,1.43,4.24,1.0,TESS
TOI 314.01,10.18108,2.66019,1190.0,3.674,765.0,57.0026,4822.0,0.78,4.55,1.0,TESS
TOI 3140.01,3.0932735,,10900.0,2.937,,,,,,1.0,TESS
TOI 3141.01,4.4338805,13.6095,9180.0,3.93,1564.0,995.704,6695.0,1.37,4.32,1.0,TESS
TOI 3142.01,1.1536561,,40190.0,2.51,,,,,,1.0,TESS
TOI 3143.01,2.9902369,140.194,6460.0,3.042,940.0,129.684,,17.34,,1.0,TESS
TOI 3144.01,3.7724947,13.5487,9180.0,2.199,1264.0,424.722,6623.0,1.33,4.33,1.0,TESS
TOI 3145.01,3.5505931,17.9407,15700.0,2.713,1253.0,409.306,4803.0,1.34,4.07,1.0,TESS
TOI 3146.01,3.5506084,14.4767,16040.0,2.706,1084.0,230.045,5083.0,1.13,4.26,0.0,TESS
TOI 3147.01,1.5256634,,16180.0,1.925,1610.0,1117.11,5230.5,,,1.0,TESS
TOI 3148.01,4.2814436,10.6824,4910.0,0.868,578.0,18.5873,5097.8,1.36,,1.0,TESS
TOI 3149.01,1.1542402,,15460.0,3.377,2035.0,2852.28,4136.6,,,1.0,TESS
TOI 315.01,3.55562,11.1675,2610.0,1.838,1428.0,691.805,5671.0,1.34,4.19,0.0,TESS
TOI 3150.01,5.3430663,21.0355,7220.0,5.101,2509.0,6581.64,7822.0,2.15,4.04,1.0,TESS
TOI 3151.01,1.7257597,15.2188,13880.0,1.375,1577.0,1028.24,7235.0,1.27,4.44,1.0,TESS
TOI 3152.01,0.7815064,11.9775,8410.0,1.353,2571.0,7256.54,7691.0,1.37,4.42,1.0,TESS
TOI 3153.01,1.1216021,,3599.1066292,1.6434889,1754.2674951,2238.2277057,3294.0,,,0.0,TESS
TOI 3154.01,4.0333818,13.1197,13745.2980794,4.414595,1477.4524649,1126.0951019,6347.3,1.73,,1.0,TESS
TOI 3155.01,4.6492201,8.96002,7880.0,1.143,630.0,26.3101,5110.0,0.93,4.44,,TESS
TOI 3156.01,0.7463239,19.7419,24240.0,1.49,2094.0,3197.59,5132.0,1.04,4.34,,TESS
TOI 3157.01,2.8823183,,66566.1005931,3.6626984,1280.7413915,635.8677275,5068.9,,,1.0,TESS
TOI 3158.01,6.8561604,14.3692,5540.0,4.32,1290.0,461.072,6282.0,2.01,3.92,1.0,TESS
TOI 3159.01,1.4753526,5.30533,870.0,3.29,2235.0,4142.31,5732.0,1.81,3.93,1.0,TESS
TOI 316.01,13.32379,28.7396,95718.1,2.561,526.0,12.7172,4312.0,0.84,4.59,,TESS
TOI 3160.01,3.9712794,15.3233,8670.0,2.606,1240.0,393.511,6200.0,1.62,4.09,1.0,TESS
TOI 3161.01,1.4010338,18.1441,13310.0,2.22,2158.0,3603.2,7014.0,1.52,4.26,1.0,TESS
TOI 3162.01,1.5755252,21.7284649,3712.6009177,3.5874714,2503.3852387,9281.7902501,6560.0,2.1970401,3.89,1.0,TESS
TOI 3163.01,3.0749168,15.2762,8540.0,2.67,1560.0,984.71,6782.0,1.6,4.2,1.0,TESS
TOI 3164.01,1.7765395,16.6,14020.0,1.258,1537.0,926.709,6394.0,1.28,4.33,0.0,TESS
TOI 3165.01,2.5433707,29.0069132,55256.7333661,3.2214112,1555.9541912,1385.186432,6748.0,1.12503,4.49,1.0,TESS
TOI 3166.01,1.87502,,21260.0,2.664,1799.0,1741.2,6263.0,,,1.0,TESS
TOI 3167.01,3.0959309,17.8437,14080.0,2.545,1531.0,914.4,6918.0,1.47,4.28,1.0,TESS
TOI 3168.01,5.1745185,13.926,10490.0,2.441,904.0,111.237,5340.0,1.36,4.14,1.0,TESS
TOI 3169.01,4.4814049,13.8048,10170.0,1.689,986.0,156.928,6232.0,1.37,4.25,1.0,TESS
TOI 317.01,3.3262977,14.7729343,24223.6280838,2.9439229,1120.0556112,371.945532,5391.0,0.947585,4.46,1.0,TESS
TOI 3170.01,1.8923031,,4800.0,1.956,1796.0,1728.63,6898.3,,,1.0,TESS
TOI 3171.01,1.5706704,,16439.1877398,3.3750912,1568.0036468,1428.595492,5164.3,,,1.0,TESS
TOI 3172.01,3.0031058,16.5290691,6677.7862161,3.4866136,1821.6142786,2602.2360497,6212.0,1.91287,3.95,1.0,TESS
TOI 3173.01,8.7719993,13.7272,5010.0,4.92,1130.0,271.508,6057.7,1.9,,1.0,TESS
TOI 3174.01,1.1960086,15.4837,11770.0,2.35,2578.0,7334.0,7108.0,1.55,4.26,0.0,TESS
TOI 3175.01,1.6546269,,24077.1521821,3.3211285,1541.0216213,1332.7722152,7910.0,,,1.0,TESS
TOI 3176.01,4.7606207,14.527713,7813.8313853,5.9420443,1227.4631078,536.4815536,6213.0,1.1804399,4.37,1.0,TESS
TOI 3177.01,2.114655,14.2745,24130.0,1.945,1214.0,360.619,5254.0,0.89,4.49,1.0,TESS
TOI 3178.01,2.9331094,,14410.0,3.911,,,,,,1.0,TESS
TOI 3179.01,4.7076648,15.3769,16490.0,1.834,,117.31,5904.0,1.18,,1.0,TESS
TOI 318.01,3.7463765,10.6334288,18855.6336929,1.9560091,881.0827589,142.42552,4696.0,0.775888,4.53,1.0,TESS
TOI 3180.01,2.0963263,12.906,7200.0,1.217,1165.0,306.186,5809.0,1.56,4.07,1.0,TESS
TOI 3181.01,3.5366743,13.338,13180.0,2.697,1280.0,446.023,5971.0,1.14,4.37,0.0,TESS
TOI 3182.01,5.0700956,5.54459,3570.0,2.763,1062.0,211.546,5641.0,0.96,4.47,1.0,TESS
TOI 3183.01,4.2174286,18.2265,7050.0,4.045,1705.0,1403.49,6841.0,2.2,3.93,1.0,TESS
TOI 3184.01,3.6071588,11.5952,4270.0,3.947,1599.0,1086.36,6071.0,1.68,4.04,1.0,TESS
TOI 3185.01,3.5601365,14.1499,4630.0,2.824,1904.0,2183.57,6762.0,1.93,4.03,1.0,TESS
TOI 3186.01,3.6130857,23.3477984,12550.1377027,1.7149191,1802.5658236,2495.0860744,7520.0,1.63648,4.25,1.0,TESS
TOI 3187.01,2.0084283,16.5313,1310.0,2.6,1764.0,1608.42,5438.8,4.54,4.3,1.0,TESS
TOI 3188.01,1.5659063,18.7417,6810.0,1.169,1821.0,1827.32,6356.0,1.6,4.13,1.0,TESS
TOI 3189.01,1.84996,13.3315,9350.0,2.954,2021.0,2772.81,6320.0,1.37,4.26,0.0,TESS
TOI 319.01,0.7135373,16.1586,18540.0,0.892,1415.0,667.233,4349.7,0.74,4.58,,TESS
TOI 3190.01,2.669856,16.192,6480.0,3.559,2290.0,4573.16,7833.0,2.0,4.1,1.0,TESS
TOI 3191.01,4.4367891,16.9119,4940.0,2.042,1100.0,243.186,6426.0,2.42,3.78,1.0,TESS
TOI 3192.01,2.2350331,22.5855,20880.0,3.102,2001.0,2662.36,7057.0,1.51,4.27,1.0,TESS
TOI 3193.01,2.3019268,,12000.0,2.527,1401.0,639.638,5322.0,,,1.0,TESS
TOI 3194.01,3.6179419,11.142,14890.0,4.394,1460.0,755.42,4460.0,0.87,4.4,1.0,TESS
TOI 3195.01,0.6676722,17.2447,3440.0,1.117,2284.0,4517.79,6842.0,2.82,3.71,1.0,TESS
TOI 3196.01,4.9816829,9.90628,11450.0,2.587,1007.0,170.85,5670.0,0.91,4.52,1.0,TESS
TOI 3197.01,2.1972485,,30680.0,2.348,1304.0,480.575,5146.9,,,1.0,TESS
TOI 3198.01,2.1271199,13.6834,14960.0,2.386,1476.0,789.061,5483.2,1.08,4.36,1.0,TESS
TOI 3199.01,0.6756067,6.27738,3480.0,1.028,1725.0,1471.82,5411.0,0.92,4.48,1.0,TESS
TOI 320.01,1.46503,5.43222,3162.12,1.145,1379.0,601.367,5912.5,0.88,4.36,0.0,TESS
TOI 3200.01,6.3087809,,7450.0,1.535,714.0,43.1496,5267.2,,,1.0,TESS
TOI 3201.01,2.3631898,,5219.1809316,2.8375698,1368.3878926,828.6247355,4883.2,,,1.0,TESS
TOI 3202.01,1.5169786,6.64263,2720.0,1.241,1782.0,1674.03,5828.0,1.02,4.44,1.0,TESS
TOI 3203.01,4.2442882,13.1653,7530.0,4.273,1871.0,2036.6,6915.0,1.52,4.25,1.0,TESS
TOI 3204.01,4.0446543,,11170.0,4.735,1383.0,607.949,5172.7,,,1.0,TESS
TOI 3205.01,1.2361087,8.82245,19760.0,1.139,1131.0,272.064,4313.2,0.59,,0.0,TESS
TOI 3206.01,1.9405161,15.0354,5930.0,3.344,2685.0,8627.96,8213.0,1.94,4.16,1.0,TESS
TOI 3207.01,4.0996864,,20570.0,4.806,,,,,,1.0,TESS
TOI 3208.01,2.3577049,11.6588,7210.0,3.357,2342.0,4995.52,7822.0,1.39,4.42,1.0,TESS
TOI 3209.01,1.3509356,,6060.0,2.636,1811.0,1788.91,4297.6,,,1.0,TESS
TOI 321.01,1.14057,6.52263,5009.01,2.188,2986.0,13201.6,5349.5,0.84,4.44,0.0,TESS
TOI 3210.01,2.2364485,24.5257,17380.0,2.49,2209.0,3957.51,6905.0,1.51,4.26,1.0,TESS
TOI 3211.01,3.5949457,11.7369,5810.0,2.153,1267.0,428.368,6131.0,1.36,4.24,1.0,TESS
TOI 3212.01,4.1943867,13.2866,27860.0,2.977,958.0,140.213,4515.0,0.76,4.53,1.0,TESS
TOI 3213.01,2.5395579,,24200.0,3.082,1047.0,199.853,3931.6,,,,TESS
TOI 3214.01,5.7759952,11.5628,9030.0,3.594,1171.0,313.194,5992.0,1.31,4.24,1.0,TESS
TOI 3215.01,1.2008331,,5800.0,1.584,,,,,,1.0,TESS
TOI 3216.01,2.6985136,,13510.0,4.856,1288.0,457.995,3922.8,,,0.0,TESS
TOI 3217.01,3.2136333,11.1273,7810.0,1.875,1215.0,362.609,6189.4,1.25,4.32,0.0,TESS
TOI 3218.01,3.3704313,13.6938,5610.0,4.608,1723.0,1466.04,5765.0,1.85,3.92,2.0,TESS
TOI 3219.01,3.2969977,17.145,8860.0,3.856,1908.0,2202.26,7108.0,1.83,4.11,1.0,TESS
TOI 322.01,3.990533,16.0765989,3306.4050915,3.4539056,1382.1108481,862.3677457,5868.2,2.76442,,1.0,TESS
TOI 3220.01,7.4316274,,13740.0,3.868,628.0,25.9699,3505.0,,,0.0,TESS
TOI 3221.01,0.8970184,,12070.0,2.434,,,,,,0.0,TESS
TOI 3222.01,5.6320791,11.8957,3600.0,4.728,1489.0,817.311,6409.0,2.0,3.95,1.0,TESS
TOI 3223.01,4.633735,,48110.0,5.755,1042.0,196.033,3905.6,,,1.0,TESS
TOI 3224.01,2.8317721,17.0328,12860.0,2.607,1434.0,703.307,6084.0,1.48,4.15,1.0,TESS
TOI 3225.01,9.1509453,,3110.0,3.522,884.0,101.474,4474.0,,,1.0,TESS
TOI 3226.01,2.3720554,7.05055,4350.0,3.366,1412.0,661.224,4668.0,1.11,4.22,1.0,TESS
TOI 3227.01,8.9522767,,6280.0,4.508,1221.0,369.297,5317.7,,,1.0,TESS
TOI 3228.01,1.8118703,18.0792,5510.0,1.368,1468.0,772.444,6222.0,2.25,3.81,1.0,TESS
TOI 3229.01,5.21228,19.3512,8950.0,3.863,1820.0,1823.95,8532.0,2.06,4.14,1.0,TESS
TOI 323.01,2.7723915,6.3703129,5882.0194354,1.8223369,951.7467616,193.9128694,4558.0,0.775641,4.52,1.0,TESS
TOI 3230.01,1.8200065,11.7988,15750.0,2.059,1288.0,457.836,4994.0,0.91,4.43,1.0,TESS
TOI 3231.01,2.1738256,17.3093,2730.0,2.081,1899.0,2159.42,7588.0,3.28,3.65,1.0,TESS
TOI 3232.01,3.3898234,14.9878,1840.0,1.587,1083.0,229.032,6096.0,3.13,3.5,1.0,TESS
TOI 3233.01,0.9787891,17.8038,6770.0,1.754,2371.0,5251.58,6959.0,2.09,3.98,,TESS
TOI 3234.01,10.7012764,19.1102,25250.0,4.428,978.0,152.102,5853.2,1.17,,1.0,TESS
TOI 3235.01,2.5926199,11.0137,78210.0,1.269,537.0,13.8883,3375.0,0.37,4.85,2.0,TESS
TOI 3236.01,2.9098435,13.2842,9480.0,1.928,1228.0,378.481,5955.0,1.31,4.24,0.0,TESS
TOI 3237.01,3.0271374,22.466,22110.0,3.7,1775.0,1651.47,6678.0,1.49,4.24,1.0,TESS
TOI 3238.01,3.224746,,11350.0,3.621,1317.0,500.144,5032.0,,,1.0,TESS
TOI 3239.01,2.2310803,16.1961401,12565.1881618,3.3193427,1683.0269718,1896.2050788,5905.0,1.42673,4.16,1.0,TESS
TOI 324.01,5.2848691,21.377066,27277.0990883,4.7725494,1219.8388469,523.2760294,6113.0,1.2729501,4.29,1.0,TESS
TOI 3240.01,3.8600722,10.5393,16960.0,1.93,874.0,97.2691,5096.5,0.77,4.59,1.0,TESS
TOI 3241.01,6.8380862,17.4994,34050.0,2.445,840.0,82.8358,5912.0,0.96,4.51,1.0,TESS
TOI 3242.01,3.0001627,15.0659,10600.0,2.892,1622.0,1151.61,6695.0,1.45,4.27,1.0,TESS
TOI 3243.01,2.0519085,14.7471,10320.0,1.778,1576.0,1024.7,6386.3,1.42,,1.0,TESS
TOI 3244.01,4.6606892,21.5363,6370.0,2.863,1715.0,1436.15,8608.0,2.6,3.94,1.0,TESS
TOI 3245.01,2.8977031,17.057,10130.0,4.148,1886.0,2102.4,6397.0,1.67,4.1,1.0,TESS
TOI 3246.01,4.319754,13.1542,10910.0,2.78,1192.0,335.6,5783.0,1.25,4.26,1.0,TESS
TOI 3247.01,5.3305676,15.5434,5820.0,2.887,1136.0,277.237,6076.0,2.01,3.89,1.0,TESS
TOI 3248.01,3.2782956,12.1111,8280.0,3.38,1391.0,622.203,5544.0,1.32,4.19,1.0,TESS
TOI 3249.01,3.2420704,12.4447,10600.0,2.535,1220.0,368.009,5570.7,1.21,4.26,1.0,TESS
TOI 325.01,4.36907,5.94716,3970.0,1.308,634.0,26.8795,4391.0,0.9,4.36,1.0,TESS
TOI 3250.01,3.2806578,11.5452,9820.0,2.93,1340.0,535.248,5717.0,1.18,4.3,1.0,TESS
TOI 3251.01,2.0694143,,2900.0,1.768,,,,,,1.0,TESS
TOI 3252.01,4.3636327,9.0556,10410.0,2.407,925.0,121.921,5042.0,0.87,4.48,1.0,TESS
TOI 3253.01,4.3622356,11.0608,18670.0,2.645,856.0,89.5299,4486.0,0.78,4.5,0.0,TESS
TOI 3254.01,1.6832809,,12430.0,2.356,,,5286.9,,,1.0,TESS
TOI 3255.01,2.2458338,8.19934,10280.0,1.462,924.0,121.462,4377.0,0.76,4.51,1.0,TESS
TOI 3256.01,6.3096313,6.46255,4370.0,2.761,972.0,148.356,5829.0,0.96,4.5,1.0,TESS
TOI 3257.01,2.5336422,29.183,13290.0,2.865,2065.0,3022.37,6038.0,1.36,4.22,0.0,TESS
TOI 3258.01,1.227961,,2260.0,1.69,1355.0,560.674,4508.0,,,1.0,TESS
